layout_number,room_length_ft,room_breadth_ft,room_area_sqft,room_setup_type,num_windows,door_wall,window_wall_1,window_wall_2,total_price_npr,bed,table,chair,wardrobe,bookshelf,bedsidetable,dresser,dustbin,mirror
1820,13.74,10.91,149.9,standard,1,east,west,NA,26700,db,lt,mc,fw,NA,NA,NA,di,NA
1821,11.13,11.4,126.88,standard,2,east,south,west,16000,db,lt,mc,hw,wb,NA,NA,di,mr
1822,10.57,12.15,128.43,budget,1,south,east,NA,26400,sb,mt,pc,hw,wb,NA,NA,di,mr
1823,12.57,14.23,178.87,standard,2,east,north,west,23100,db,mt,ac,fw,wb,NA,NA,di,mr
1824,11.6,12.57,145.81,budget,1,north,west,NA,23100,sb,mt,pc,fw,NA,NA,NA,di,NA
1825,10.84,10.17,110.24,budget,2,north,south,east,18000,sb,lt,pc,fw,NA,NA,NA,di,NA
1826,14.9,9.52,141.85,budget,1,east,north,NA,10400,sb,mt,pc,fw,wb,NA,NA,di,mr
1827,13.51,14.43,194.95,standard,2,west,east,north,25000,sb,lt,pc,hw,NA,NA,NA,di,NA
1828,12.69,11.48,145.68,luxury,1,west,east,NA,51800,db,lt,ac,ww,NA,NA,NA,di,mr
1829,12.37,11.24,139.04,luxury,1,east,NA,south,40100,db,lt,ac,ww,bb,bt,NA,di,mr
1830,9.37,9.43,88.36,standard,1,east,north,NA,16900,sb,mt,ac,fw,wb,NA,NA,di,mr
1831,12.25,12.87,157.66,budget,1,north,NA,south,10500,db,lt,mc,ww,NA,NA,NA,di,mr
1832,13.14,13.37,175.68,budget,2,north,east,west,10700,sb,mt,pc,fw,NA,NA,NA,di,NA
1833,11.94,11.49,137.19,standard,1,west,NA,east,30300,db,lt,mc,fw,wb,NA,NA,di,NA
1834,12.28,11.85,145.52,standard,1,east,west,NA,25300,db,mt,ac,fw,NA,NA,NA,di,NA
1835,11.4,11.46,130.64,budget,1,east,NA,north,18800,sb,mt,pc,hw,wb,NA,NA,di,mr
1836,14.37,12.91,185.52,luxury,2,west,south,north,41900,db,lt,ac,hw,NA,NA,dr,di,NA
1837,11.6,9.77,113.33,standard,1,north,NA,west,19400,db,lt,pc,hw,wb,NA,NA,di,mr
1838,12.42,10.26,127.43,standard,1,east,west,NA,33300,db,lt,pc,fw,NA,NA,NA,di,mr
1839,12.08,9.78,118.14,budget,1,north,NA,east,24300,sb,mt,pc,fw,wb,NA,NA,di,NA
1840,12.51,14.65,183.27,budget,2,east,north,south,10800,sb,mt,mc,fw,wb,NA,NA,di,mr
1841,10.65,11.97,127.48,standard,2,south,west,east,28400,db,mt,ac,hw,wb,NA,NA,di,mr
1842,10.48,10.84,113.6,budget,1,north,south,NA,17900,sb,lt,pc,hw,NA,NA,NA,di,NA
1843,9.09,11.16,101.44,standard,1,east,NA,south,28100,sb,mt,mc,fw,NA,NA,NA,di,mr
1844,12.98,13.07,169.65,standard,2,north,east,south,29200,sb,lt,pc,fw,wb,NA,NA,di,NA
1845,10.32,9.83,101.45,budget,1,north,NA,west,19000,sb,mt,pc,ww,NA,NA,NA,di,NA
1846,11.32,11.24,127.24,budget,1,north,west,NA,15300,db,mt,pc,hw,NA,NA,NA,di,NA
1847,12.03,10.87,130.77,budget,1,south,NA,east,10900,sb,mt,mc,ww,NA,NA,NA,di,NA
1848,13.59,9.86,134,budget,1,east,south,NA,24000,sb,mt,pc,fw,wb,NA,NA,di,mr
1849,14.28,10.81,154.37,luxury,2,north,west,south,52400,db,mt,ac,ww,bb,bt,dr,di,mr
1850,10.06,9.03,90.84,budget,1,east,south,NA,14800,sb,mt,mc,ww,NA,NA,NA,di,mr
1851,10.01,13.23,132.43,luxury,2,east,south,west,29200,sb,mt,ac,ww,wb,NA,NA,di,NA
1852,12.47,10.85,135.3,budget,2,north,west,east,21100,db,mt,pc,ww,NA,NA,NA,di,NA
1853,14.28,13.35,190.64,budget,2,east,south,west,12300,sb,mt,mc,fw,NA,NA,NA,di,NA
1854,10.01,14.87,148.85,luxury,2,north,east,west,32100,sb,lt,ac,ww,bb,bt,NA,di,NA
1855,9.83,14.9,146.47,standard,2,south,east,north,21800,db,lt,pc,ww,NA,NA,NA,di,NA
1856,10.66,9.28,98.92,budget,1,west,north,NA,20700,sb,mt,mc,fw,NA,NA,NA,di,mr
1857,10.23,11.51,117.75,budget,1,north,NA,south,10100,db,mt,mc,ww,NA,NA,NA,di,mr
1858,10.85,10.45,113.38,standard,2,east,west,north,21200,sb,lt,mc,NA,wb,NA,NA,di,mr
1859,9.23,11.35,104.76,budget,1,south,NA,north,19800,db,lt,mc,hw,wb,NA,NA,di,mr
1860,13.85,10.92,151.24,budget,2,east,south,west,21900,db,mt,mc,fw,bb,NA,NA,di,NA
1861,14.72,9.73,143.23,budget,2,south,west,east,10600,sb,mt,pc,fw,bb,NA,NA,di,NA
1862,13.49,12.22,164.85,luxury,2,north,west,east,49500,kb,lt,ac,ww,wb,NA,dr,di,NA
1863,9.42,14.46,136.21,budget,2,north,south,west,24300,sb,mt,pc,fw,wb,NA,NA,di,NA
1864,9.09,13.82,125.62,standard,2,east,north,south,19900,sb,mt,pc,fw,bb,NA,NA,di,NA
1865,11.68,13.98,163.29,budget,2,south,north,west,13300,sb,mt,pc,fw,NA,NA,NA,di,mr
1866,14.82,13.41,198.74,budget,2,west,north,south,19200,sb,lt,pc,ww,wb,NA,NA,di,NA
1867,13.65,11.06,150.97,budget,1,east,NA,north,23900,db,lt,pc,ww,NA,NA,NA,di,NA
1868,14.56,12.72,185.2,standard,2,south,east,west,11300,sb,lt,mc,fw,wb,NA,NA,di,mr
1869,12.61,13.18,166.2,standard,2,east,south,north,16200,db,lt,mc,hw,bb,NA,NA,di,mr
1870,9.43,12.45,117.4,standard,2,east,south,north,24300,db,lt,mc,fw,wb,NA,NA,di,mr
1871,9.28,11.9,110.43,luxury,2,south,north,west,52800,db,mt,ac,ww,wb,bt,NA,di,mr
1872,13.56,11.03,149.57,budget,1,south,west,NA,13100,sb,mt,pc,fw,wb,NA,NA,di,NA
1873,11.92,13.15,156.75,budget,2,south,north,west,10500,sb,mt,mc,ww,NA,NA,NA,di,NA
1874,12.71,11.04,140.32,luxury,2,west,north,east,52300,db,lt,mc,ww,NA,bt,NA,di,mr
1875,12.27,10.22,125.4,standard,1,east,NA,west,15800,db,lt,pc,ww,wb,NA,NA,di,NA
1876,12.71,13.08,166.25,standard,2,west,south,north,20100,db,lt,mc,NA,wb,NA,NA,di,NA
1877,12.42,9.92,123.21,luxury,2,east,south,north,55000,db,lt,pc,ww,bb,bt,dr,di,NA
1878,10.95,10.15,111.14,standard,1,west,east,NA,23200,sb,lt,mc,hw,wb,NA,NA,di,NA
1879,13.73,9.71,133.32,standard,1,east,NA,west,20500,sb,mt,pc,fw,NA,NA,NA,di,NA
1880,12.28,10.55,129.55,luxury,1,north,east,NA,43100,sb,mt,ac,ww,wb,NA,NA,di,NA
1881,9.74,9.73,94.77,standard,1,south,NA,west,23500,sb,mt,mc,hw,wb,NA,NA,di,mr
1882,13.83,10.11,139.82,budget,1,north,east,NA,11800,db,mt,mc,fw,wb,NA,NA,di,NA
1883,10.73,13.35,143.25,budget,1,south,NA,north,19400,sb,mt,mc,fw,wb,NA,NA,di,NA
1884,12.69,10.42,132.23,standard,2,west,north,south,19600,sb,lt,pc,fw,wb,NA,NA,di,NA
1885,14.89,11.8,175.7,budget,2,east,south,north,22700,sb,mt,pc,fw,NA,NA,NA,di,NA
1886,10.89,9.64,104.98,budget,1,west,north,NA,15100,sb,lt,mc,hw,bb,NA,NA,di,mr
1887,14.09,13.11,184.72,standard,2,south,west,east,17000,db,mt,mc,hw,NA,NA,NA,di,NA
1888,10.5,11.06,116.13,standard,2,south,west,east,26300,db,lt,ac,fw,NA,NA,NA,di,mr
1889,14.6,12.45,181.77,standard,2,west,east,south,26900,db,mt,mc,hw,wb,NA,NA,di,mr
1890,11.99,13.02,156.11,luxury,2,west,east,north,54900,db,lt,ac,hw,NA,NA,dr,di,mr
1891,14.08,10.24,144.18,standard,2,east,south,north,23700,db,lt,mc,fw,wb,NA,NA,di,mr
1892,12.81,12.73,163.07,budget,2,east,north,west,19000,db,mt,mc,hw,bb,NA,NA,di,NA
1893,10.99,13.2,145.07,budget,2,west,north,east,12800,sb,mt,mc,ww,wb,NA,NA,di,mr
1894,10.43,12.77,133.19,budget,1,north,south,NA,10300,db,mt,pc,ww,bb,NA,NA,di,NA
1895,13.45,10.37,139.48,standard,2,west,north,east,18400,db,lt,pc,ww,wb,NA,NA,di,mr
1896,11.52,13.21,152.18,standard,1,north,west,NA,15000,sb,mt,mc,fw,NA,NA,NA,di,mr
1897,14.46,13.3,192.32,standard,2,west,north,south,19400,kb,lt,mc,ww,NA,NA,NA,di,NA
1898,11.7,9.67,113.14,luxury,1,north,west,NA,65600,sb,lt,ac,NA,bb,bt,dr,di,NA
1899,10.16,9.77,99.26,budget,1,west,NA,north,15100,db,mt,pc,fw,wb,NA,NA,di,mr
1900,11.11,13.23,146.99,budget,2,north,south,west,13700,sb,mt,pc,fw,wb,NA,NA,di,mr
1901,14.61,11.74,171.52,standard,2,east,south,north,23400,sb,mt,ac,fw,bb,NA,NA,di,NA
1902,12.05,14.67,176.77,luxury,2,west,south,north,36900,kb,lt,mc,ww,bb,bt,NA,di,NA
1903,12.53,13.92,174.42,standard,2,east,north,west,20600,sb,lt,mc,fw,wb,NA,NA,di,NA
1904,11.18,12.43,138.97,luxury,2,east,north,south,32200,sb,lt,ac,hw,NA,NA,dr,di,NA
1905,13.49,10.28,138.68,standard,2,south,north,west,10800,db,mt,pc,hw,NA,NA,NA,di,mr
1906,13.17,12.09,159.23,standard,1,north,west,NA,26800,kb,mt,mc,ww,wb,NA,NA,di,mr
1907,11.02,12.08,133.12,budget,2,east,west,north,13100,sb,mt,pc,hw,bb,NA,NA,di,mr
1908,12.53,14.18,177.68,luxury,2,east,north,south,39100,kb,lt,pc,hw,wb,bt,dr,di,NA
1909,9.75,12.6,122.85,standard,1,south,NA,west,10700,db,mt,mc,hw,wb,NA,NA,di,mr
1910,11.12,10.89,121.1,budget,1,west,south,NA,13600,sb,mt,pc,ww,bb,NA,NA,di,NA
1911,11.58,9.02,104.45,luxury,1,east,NA,north,41900,db,mt,ac,ww,bb,NA,dr,di,mr
1912,13.14,9.71,127.59,luxury,1,north,south,NA,45800,db,mt,ac,hw,wb,NA,NA,di,mr
1913,9.84,14.2,139.73,standard,2,west,east,north,14300,db,mt,pc,ww,wb,NA,NA,di,NA
1914,9.37,13.21,123.78,budget,1,north,south,NA,12400,sb,lt,pc,fw,NA,NA,NA,di,NA
1915,14.48,14.11,204.31,luxury,2,north,south,east,63300,sb,lt,mc,hw,wb,bt,dr,di,NA
1916,12.52,12.79,160.13,luxury,2,south,west,east,67200,kb,lt,ac,fw,wb,NA,dr,di,NA
1917,10.79,11.73,126.57,standard,1,south,NA,east,24800,sb,lt,pc,ww,bb,NA,NA,di,NA
1918,12.17,9.21,112.09,standard,2,south,east,north,24000,db,lt,mc,fw,NA,NA,NA,di,mr
1919,12.51,11.93,149.24,budget,1,south,NA,north,18100,db,lt,pc,fw,wb,NA,NA,di,mr
1920,9.81,10.56,103.59,budget,1,south,north,NA,12600,db,lt,pc,hw,NA,NA,NA,di,NA
1921,10.23,11.62,118.87,luxury,1,south,NA,east,58300,sb,mt,pc,ww,NA,bt,NA,di,mr
1922,14.89,14.47,215.46,standard,2,south,west,north,28900,db,mt,pc,hw,wb,NA,NA,di,mr
1923,14.57,12.85,187.22,standard,2,west,south,north,19900,db,mt,pc,hw,wb,NA,NA,di,mr
1924,12.93,9.24,119.47,budget,1,north,west,NA,10100,db,lt,pc,ww,NA,NA,NA,di,mr
1925,9.82,14.63,143.67,standard,2,west,north,south,14000,sb,lt,pc,hw,NA,NA,NA,di,NA
1926,12.5,13.1,163.75,standard,2,south,north,west,16600,db,lt,mc,fw,bb,NA,NA,di,NA
1927,9.29,12.44,115.57,budget,1,south,NA,east,15900,sb,lt,mc,hw,NA,NA,NA,di,NA
1928,13.16,10.83,142.52,budget,2,north,south,east,18900,sb,mt,pc,ww,NA,NA,NA,di,NA
1929,13.29,14.01,186.19,luxury,2,west,south,north,56700,kb,lt,ac,ww,NA,bt,NA,di,NA
1930,12.73,9.29,118.26,budget,1,north,south,NA,16200,db,mt,mc,fw,NA,NA,NA,di,mr
1931,13.1,12.56,164.54,budget,2,east,south,north,10600,db,mt,mc,fw,NA,NA,NA,di,mr
1932,13.1,10.14,132.83,standard,1,north,south,NA,19300,db,lt,mc,fw,bb,NA,NA,di,NA
1933,9.78,12.86,125.77,budget,1,west,NA,south,15700,sb,mt,pc,fw,wb,NA,NA,di,mr
1934,9.62,10.03,96.49,budget,1,north,west,NA,14800,db,lt,pc,hw,NA,NA,NA,di,NA
1935,13.2,10.46,138.07,luxury,1,west,NA,north,49800,db,lt,ac,ww,bb,bt,dr,di,NA
1936,10.63,12.74,135.43,luxury,1,west,south,NA,50100,db,lt,ac,ww,NA,NA,dr,di,NA
1937,14.39,14.61,210.24,budget,2,east,west,south,13400,sb,lt,pc,ww,NA,NA,NA,di,mr
1938,12.98,14.79,191.97,budget,2,north,east,west,18500,db,lt,pc,fw,NA,NA,NA,di,mr
1939,13.69,10.22,139.91,budget,1,north,NA,south,16700,sb,mt,mc,ww,wb,NA,NA,di,mr
1940,9.72,12.48,121.31,budget,2,south,east,north,16800,sb,mt,mc,fw,bb,NA,NA,di,NA
1941,11.17,12.21,136.39,budget,1,north,NA,east,14800,sb,lt,mc,hw,wb,NA,NA,di,NA
1942,12.76,9.17,117.01,budget,1,west,south,NA,20300,sb,mt,pc,hw,wb,NA,NA,di,NA
1943,14.22,11.44,162.68,luxury,2,east,west,north,49400,db,lt,ac,hw,NA,bt,NA,di,mr
1944,11.45,10.07,115.3,luxury,2,west,north,east,51400,sb,lt,ac,fw,bb,bt,dr,di,mr
1945,11.15,14.97,166.92,standard,2,south,north,east,26800,sb,lt,pc,hw,bb,NA,NA,di,mr
1946,10.47,14.49,151.71,standard,2,south,east,west,22200,sb,mt,ac,hw,wb,NA,NA,di,NA
1947,10.09,10.81,109.07,standard,1,north,NA,east,24700,sb,lt,mc,fw,NA,NA,NA,di,NA
1948,12.51,9.66,120.85,budget,2,east,north,west,15600,db,mt,pc,NA,wb,NA,NA,di,mr
1949,12.05,9.15,110.26,budget,1,west,NA,south,11500,sb,mt,pc,fw,wb,NA,NA,di,NA
1950,11.21,11.03,123.65,luxury,2,east,south,west,53600,db,mt,mc,hw,wb,bt,NA,di,NA
1951,9.8,9.69,94.96,standard,1,east,NA,north,28400,db,mt,ac,fw,NA,NA,NA,di,NA
1952,10.41,13.83,143.97,luxury,2,south,north,east,40700,db,lt,ac,NA,wb,bt,NA,di,NA
1953,10.55,13.21,139.37,standard,2,east,west,south,10900,db,lt,pc,hw,NA,NA,NA,di,mr
1954,12.89,10.03,129.29,budget,1,north,west,NA,25900,sb,mt,mc,hw,wb,NA,NA,di,mr
1955,12.73,14.61,185.99,budget,2,north,east,south,18000,sb,mt,pc,ww,NA,NA,NA,di,mr
1956,10.58,14.25,150.77,budget,1,north,east,NA,11800,sb,mt,mc,fw,NA,NA,NA,di,mr
1957,14.24,9.76,138.98,standard,1,east,NA,north,14000,sb,mt,mc,hw,NA,NA,NA,di,NA
1958,14.7,12.21,179.49,standard,2,west,south,north,20400,sb,lt,pc,fw,wb,NA,NA,di,mr
1959,14.61,13.36,195.19,standard,2,east,west,south,21900,db,lt,mc,ww,wb,NA,NA,di,mr
1960,10.84,9.21,99.84,standard,1,west,east,NA,28800,db,lt,mc,hw,wb,NA,NA,di,mr
1961,11.99,10.66,127.81,budget,1,north,NA,south,16200,db,mt,pc,fw,NA,NA,NA,di,mr
1962,10.39,14.25,148.06,luxury,2,south,west,east,42700,db,lt,ac,ww,wb,bt,dr,di,NA
1963,10.93,9.21,100.67,standard,1,south,NA,north,26200,sb,lt,pc,fw,wb,NA,NA,di,mr
1964,13.86,13.72,190.16,luxury,2,west,south,north,65000,kb,lt,mc,ww,NA,bt,dr,di,NA
1965,13.2,9.67,127.64,standard,2,east,south,north,16000,sb,mt,mc,hw,bb,NA,NA,di,NA
1966,12.58,12.24,153.98,luxury,2,north,west,east,43500,db,lt,mc,NA,bb,bt,NA,di,mr
1967,14.33,9.37,134.27,standard,2,west,north,south,21900,db,mt,mc,hw,bb,NA,NA,di,mr
1968,10.91,12.56,137.03,budget,2,north,west,east,14200,sb,mt,mc,fw,wb,NA,NA,di,mr
1969,12.86,13.7,176.18,standard,2,east,west,north,15900,kb,lt,ac,hw,wb,NA,NA,di,NA
1970,10.58,13.6,143.89,standard,1,south,west,NA,23500,sb,mt,pc,hw,wb,NA,NA,di,NA
1971,10.61,12.12,128.59,budget,1,east,NA,south,19300,sb,mt,pc,hw,wb,NA,NA,di,NA
1972,11.49,12.47,143.28,luxury,2,west,north,south,57800,db,mt,ac,ww,wb,bt,NA,di,mr
1973,13.38,12,160.56,budget,2,east,south,north,19000,db,mt,pc,fw,wb,NA,NA,di,mr
1974,12.3,12.72,156.46,budget,2,north,west,south,14600,db,mt,pc,fw,bb,NA,NA,di,NA
1975,14.18,11.05,156.69,budget,1,west,NA,south,27100,db,mt,pc,ww,wb,NA,NA,di,NA
1976,13.57,13.28,180.21,standard,2,north,east,west,29600,db,lt,mc,fw,wb,NA,NA,di,NA
1977,13.38,14.96,200.16,luxury,2,south,north,east,40800,db,lt,mc,ww,bb,NA,dr,di,NA
1978,11.2,12.16,136.19,budget,2,west,east,north,15500,sb,mt,pc,fw,wb,NA,NA,di,NA
1979,9.51,13.11,124.68,budget,1,east,NA,south,13400,sb,lt,pc,fw,wb,NA,NA,di,mr
1980,12.23,12.05,147.37,standard,1,south,east,NA,19900,db,mt,ac,hw,wb,NA,NA,di,NA
1981,13.83,13.95,192.93,standard,2,east,south,north,22600,sb,lt,mc,fw,bb,NA,NA,di,NA
1982,12.36,11.75,145.23,luxury,1,north,south,NA,50100,sb,mt,ac,hw,wb,NA,NA,di,NA
1983,14.5,12.69,184,budget,2,east,south,north,25900,sb,lt,pc,fw,wb,NA,NA,di,NA
1984,14.35,13.4,192.29,standard,2,west,east,south,23600,sb,lt,mc,fw,bb,NA,NA,di,NA
1985,14.94,10.67,159.41,standard,1,south,NA,east,20900,db,mt,pc,NA,NA,NA,NA,di,mr
1986,11.48,10.8,123.98,budget,1,west,south,NA,20000,db,mt,pc,fw,bb,NA,NA,di,NA
1987,12.03,14.93,179.61,standard,2,east,west,south,19200,db,mt,pc,fw,bb,NA,NA,di,NA
1988,14.32,12.09,173.13,luxury,2,west,south,north,27600,db,lt,pc,fw,NA,NA,dr,di,NA
1989,9.86,15,147.9,budget,1,south,NA,east,14200,sb,mt,pc,hw,wb,NA,NA,di,NA
1990,13.11,14.89,195.21,budget,2,west,south,north,18100,db,mt,mc,ww,bb,NA,NA,di,mr
1991,13.43,10.32,138.6,luxury,2,east,south,west,51200,db,lt,ac,ww,bb,bt,NA,di,mr
1992,11.95,14.7,175.66,budget,2,west,east,north,18200,sb,mt,pc,hw,wb,NA,NA,di,mr
1993,14.35,11.47,164.59,standard,2,east,west,south,17600,db,lt,mc,fw,NA,NA,NA,di,NA
1994,14.16,13.1,185.5,luxury,2,east,north,west,56200,kb,lt,mc,hw,NA,bt,dr,di,NA
1995,11.83,14.76,174.61,standard,2,east,north,south,19200,sb,mt,ac,ww,wb,NA,NA,di,mr
1996,13.02,14.33,186.58,budget,2,east,south,north,22400,db,lt,pc,fw,bb,NA,NA,di,NA
1997,13.03,10.44,136.03,standard,1,south,NA,north,10800,db,lt,mc,hw,wb,NA,NA,di,mr
1998,12.66,12.65,160.15,luxury,2,south,west,east,45500,kb,lt,mc,hw,wb,bt,NA,di,mr
1999,14.29,9.47,135.33,budget,1,west,NA,east,19600,sb,mt,mc,ww,bb,NA,NA,di,mr
2000,13.31,10.72,142.68,budget,1,north,west,NA,15800,sb,mt,mc,hw,wb,NA,NA,di,mr
